的	白勹丶
痾	疒阝丁口
糢	米艹日大
惔	忄火火
襘	衤亼四日
陘	阝一巛工
紟	糸今
璵	王與
萋	艹妻
豨	豕乂𠂇巾
崦	山大电
坌	八刀土
鯧	魚日日
恛	忄圍口
洣	氵米
邂	之𠂊用刀牛
繢	糸中一貝
廾	廾
蓍	艹老日
榀	木口口口
檁	木亠圍口禾
榍	木尸小月
磔	石夕㐄木
嗏	口艹人木
峇	山亼口
岌	山及
笢	⺮巳七
皛	白白白
舨	舟反
亶	亠圍口日一
癯	疒目目隹
焼	火十艹兀
滈	氵亠口冂口
滝	氵竜
褟	衤日习习
嫿	女聿田一
菥	艹木斤
菖	艹日日
栳	木老
杌	木兀
椥	木矢口
桴	木爪子
螓	虫𡗗禾
跽	足己心
筅	⺮牛儿
逭	之宀㠯
廻	廴圍口
弖	弓一
紿	糸厶口
嚭	士口䒑口不口
赧	赤卩又
鋆	土匀金
贄	土半丸貝
鬘	長彡曼
騶	馬勹屮勹屮
葺	艹口耳
莛	艹廴丿士
酔	酉九十
検	木㑒
呺	口口丂
敤	田木卜又
幛	巾立日十
剴	山豆刂
籜	⺮扌四土半
働	亻千日二力
舥	舟巴
腙	月宀示
斎	齊示
汩	氵圍一
禤	示四习习
劦	力力力
妺	女一木
媔	女面
胬	女又肉
儿	儿
玷	王卜口
琲	王非
萠	艹月月
蔇	艹艮旡
栖	木西
柝	木斤丶
砵	石木一
嚅	口雨而
箝	⺮扌甘
凭	亻丿士几
佝	亻勹口
徥	行日一止
疔	疒丁
堍	土兔
埌	土丶艮
髑	骨四勹虫
穏	禾爪彐心
僤	亻單
仫	亻丿厶
傯	亻囱心
颮	風包
韵	立日匀
翫	习习白一兀
彅	弓䒑月刂刀
嬬	女雨而
馹	馬日
檎	木人亠乂凵冂厶
踊	足龴用
魡	魚勹丶
懨	忄厂日月犬
澔	氵白牛口
渢	氵風
幇	土土寸巾
髭	長彡止匕
珎	王尔
虆	艹田田田糸
槇	木眞
囲	圍井
暀	日行丶王
儚	亻艹四冖夕
傖	亻人户口
偝	亻北月
糴	人米习习隹
鐔	金西日十
肭	月冂人
狍	犭包
匐	勹一口田
謌	言丁口丁口
懐	忄亠四衣
漖	氵孝攵
獣	⺍田一口犬
鼡	⺍几キ
濆	氵十艹貝
戻	户大
陲	阝千艹二
牁	爿丁口
繲	糸𠂊用刀牛
坻	土氐
掟	扌宀一止
嚏	口十冖田疋
佻	亻儿𠁼
敉	米攵
汸	氵方
陬	阝耳又
驂	馬厶厶厶人彡
悊	扌斤心
薫	艹千日二灬
蕝	艹糸𠂊巴
厎	厂氐
覘	卜口見
呰	止匕口
嗞	口䒑幺幺
鸀	四勹虫鳥
甡	生生
盥	臼水皿
躱	身乃木
仳	亻匕匕
欷	乂𠂇巾欠
鍜	金叚
魼	魚土厶
斉	齊
慬	忄堇
営	⺍冖吕
栄	⺍冖木
汔	氵𠂉乙
乀	丶
荽	艹爪女
桎	木至
蜞	虫其
蛸	虫小月
盱	目于
溷	氵圍豕
袈	力口衣
覡	工人人見
攖	扌貝貝女
蝲	虫束刂
蝂	虫片反
囷	圍禾
趼	足开
嘽	口單
簭	⺮工人人八口
鐖	金幺幺戈人
脕	月免
夐	𠂊冂人目夂
弚	丷弔
澥	氵𠂊用刀牛
扃	户冂口
拏	女又手
耜	耒㠯
茛	艹艮
叶	口十
喰	口食
眚	生目
徭	行爪缶
胴	月冂一口
觚	𠂊用瓜
繯	糸四一口𧘇
壢	土厂禾禾止
蒎	艹氵𠂆𠂢
靉	雨二厶爪冖心夂
樋	木之龴用
鵪	大电鳥
蝰	虫大土土
氅	小冂口攵毛
晩	日免
黥	黑亠口小
嵫	山䒑幺幺
贔	貝貝貝
倶	亻具
鰣	魚日土寸
訐	言干
旂	方𠂉斤
斿	方𠂉子
邶	北阝
犖	火火冖牛
溦	氵山一几攵
窞	穴𠂊臼
紒	糸介
堞	土廿乚木
聒	耳舌
蹂	足矛木
笂	⺮丸
箹	⺮糸勹丶
僬	亻隹灬
猙	犭爭
鰈	魚廿乚木
袱	衤亻犬
遴	之米夕㐄
纊	糸广廿由八
紼	糸弗
壚	土虎田皿
愨	士冖一殳心
駙	馬亻寸
蘀	艹扌四土半
蓐	艹辰寸
蔀	艹立口阝
軽	車又土
嘂	口口丩口口
巋	山丿㠯止彐冖巾
嵂	山行聿
徴	行山王攵
郤	八人口阝
鏝	金曼
瘕	疒叚
滒	氵丁口丁口
叕	又又又又
璫	王小冖口田
莃	艹乂𠂇巾
樻	木中一貝
嗾	口方𠂉矢
舄	臼勹灬
疸	疒日一
悝	忄里
殂	一夕且
迋	之王
墼	車凵殳土
楀	木丿口冂厶
奭	大一白一白
臸	至至
蜩	虫用口
鴞	口丂鳥
黼	业巾𠁼甫
嵖	山木日一
睺	目侯
侀	亻开刂
鋱	金弋心
鉯	金厶人
塱	丶艮月土
頖	半頁
憍	忄丿大口冂口
悾	忄穴工
忸	忄丑
滆	氵一口冂丷丁
浭	氵一日乂
潵	氵廿月攵
洊	氵一亻子
浥	氵口巴
迡	之尸匕
妁	女勹丶
毐	士母丿
捩	扌户犬
奓	大夕夕
哫	口足
鯓	魚身
渼	氵羊大
紘	糸𠂇厶
豌	豆宀夕卩
駘	馬厶口
頼	束頁
蹚	足小冖口土
躊	足士㇕工一口寸
嚜	口黑土
毘	田匕匕
嶆	山一曲日
簬	⺮足夂口
犵	犭𠂉乙
鮱	魚老
讞	言虎一口冂丷丁犬
剤	齊刂
竑	立𠂇厶
瀡	氵阝之𠂇工月
顁	宀一止頁
衯	衤八刀
襞	尸口辛衣
姉	女巿
彖	彑豕
姙	女亻丿士
帑	女又巾
髹	長彡亻木
揶	扌耳阝
呬	口四
瞌	目土厶皿
鼯	鼠五口
猱	犭矛木
縻	麻糸
怦	忄平
忡	忄中
渋	氵止氵
洫	氵丿皿
濘	氵宀心皿丁
榖	士冖一木殳
甍	艹四冖瓦
蒗	艹氵丶艮
櫞	木糸彑豕
蝮	虫𠂉日夂
嗼	口艹日大
呪	口口儿
嶒	山曾
顗	山豆頁
歓	𠂉一隹欠
龠	龠
痍	疒大弓
懣	氵廿巾人人心
渟	氵亠口冖丁
褦	衤厶月匕匕
娸	女其
嬢	女衣八甘
邗	干阝
堙	土西土
抨	扌平
蝌	虫禾冫十
哘	口行
矓	目龍
臾	臼人
螣	月半虫
夌	夌
瑢	王穴人口
鞞	革卑
蕓	艹雨二厶
剞	大丁口刂
綔	大亏丿糸
囮	圍亻匕
眄	目丁乚㇆
嶈	山爿䏑寸
黐	禾人水亠乂凵冂厶
懞	忄艹冖一豕
湡	氵日冂厶
淆	氵乂𠂇月
沆	氵亠几
袙	衤白
姤	女𠂆一口
鬈	長彡半卩
酗	酉乂凵
篝	⺮甘冂土
穠	禾曲辰
伉	亻亠几
徜	行小冂口
貊	豸一白
悃	忄圍木
継	糸米乚
扞	扌干
蕻	艹長共
蒶	艹糸八刀
唖	口亞
賅	貝亥
睽	目癶一大
箅	⺮田丌
傜	亻爪缶
鏚	金戊上小
臌	月士口䒑十又
犴	犭干
匍	勹甫
瘌	疒束刂
曽	曽
濋	氵木木疋
潕	氵𠂉廿廿灬
戣	癶一大戈
姮	女二日
塄	土四方
桄	木光
吁	口于
佴	亻耳
仉	亻几
湲	氵爪一𠂇又
祓	示犮
紲	糸廿乚
垜	土乃木
齧	丰刀齒
栫	木一亻子
枘	木冂人
権	木𠂉一隹
檞	木𠂊用刀牛
刳	大亏刂
犒	牛亠口冂口
剰	千艹木刂
秕	禾匕匕
佌	亻止匕
鯪	魚夌
癘	疒艹日冂厶
粄	米反
炘	火斤
悢	忄丶艮
湅	氵柬
礽	示乃
皯	皮干
薠	艹火頁
芓	艹子
喁	口日冂厶
稞	禾田木
皞	白白大十
鯗	羊魚
悒	忄口巴
忑	下心
縶	土半丸糸
瓘	王艹口口隹
聡	耳八厶心
鞚	革穴工
榎	木一自夂
槻	木夫見
鄲	單阝
黟	黑夕夕
鎹	金之䒑大
濇	氵土人人圍口
労	⺍冖力
汭	氵冂人
扆	户衣
隩	阝向米大
繐	糸一日厶心
娩	女免
搠	扌䒑屮月
枵	木口丂
螈	虫厂白小
睥	目卑
臬	自木
傺	亻䏑又示
邠	八刀阝
鮞	魚而
鰷	魚攸木
鯇	魚宀一兀
沚	氵止
澠	氵黽
瑨	王晋
耬	耒婁
挻	扌廴丿止
靺	革一木
葃	艹日乍
屺	山己
迮	之乍
脡	月廴丿士
朓	月儿𠁼
痩	疒申又
巣	⺍田木
挲	氵小丿手
祆	示一大
芞	艹气
茌	艹亻士
栝	木舌
螃	虫亠丷冖方
昪	日厶廾
幘	巾丰貝
儇	亻四一口𧘇
獷	犭广廿由八
嫄	女厂白小
殧	一夕亠口小尤
丼	井丶
墁	土曼
捜	扌申又
鞨	革曷
欐	木一冂丶一冂丶鹿
磡	石甚力
覧	臣𠂉丶見
歔	虚欠
艶	曲豆𠂊巴
髎	骨习习人彡
黌	臼乂乂冖廿由八
躰	身木一
鱧	魚曲豆
麈	鹿丶王
淏	氵日一大
禊	示丰刀大
烝	㇕水一灬
纋	糸一白冖心夂
繰	糸口口口木
趔	走一夕刂
玡	王牙
掊	扌立口
蟋	虫釆心
迚	之中
暐	日韋口㐄
毳	毛毛毛
儰	亻艹爲
錬	金東
鱖	魚厂䒑屮欠
訇	勹言
汚	氵亐
陴	阝卑
紑	糸不
犛	未攵厂牛
埴	土直
搐	扌亠幺田
藸	艹豕者
蒛	艹缶㇕大
蕅	艹氵日冂厶
軔	車刀丶
靦	面見
蛯	虫老
喨	口亠口冖几
黻	业巾𠁼犮
鍚	金昜
凖	冫隹十
廨	广𠂊用刀牛
瘳	疒习习人彡
鶺	𠁼人月鳥
滻	氵立丿生
窓	穴厶心
屨	尸行婁
騭	阝止𣥂馬
婠	女宀㠯
孥	女又子
埤	土卑
琊	王牙阝
晢	扌斤日
呣	口母
昜	昜
籀	⺮扌卯田
媵	月半女
癶	癶
覿	士四貝見
騒	馬又虫
揄	扌俞
拶	扌巛夕
萏	艹𠂊臼
覇	西革月
厓	厂土土
躇	足艹者
簀	⺮丰貝
偭	亻面
儡	亻田田田
侘	亻宀丿七
勍	亠口小力
纀	糸亻菐
圬	土亏
垳	土行
搛	扌兼
楯	木𠂆十目
椈	木勹米
尨	尤彡
銚	金儿𠁼
痦	疒五口
懮	忄一白冖心夂
氶	㇕水
塩	土𠂉口皿
蒨	艹亻丰月
樨	木尸水牛
崕	山厂土土
巉	山毚
犠	牛羊我
笅	⺮乂乂
弇	亼口廾
貅	豸亻木
舭	舟匕匕
廆	广鬼
怍	忄乍
愮	忄爪缶
悛	忄厶八夂
滀	氵亠幺田
寘	宀真
夛	彐夕
彑	彑
亏	亏
垎	土夂口
蒴	艹䒑屮月
柃	木令
鉒	金丶王
魨	魚屯
鯡	魚非
邡	方阝
沋	氵尤
氿	氵九
絪	糸圍大
紝	糸丿士
纘	糸牛儿牛儿貝
墠	土單
塲	土𠂉昜
駆	馬匚乂
撟	扌丿大口冂口
蔌	艹束欠
瞢	艹四冖目
雱	雨方
砕	石九十
啁	口用口
岠	山巨
簨	⺮巳巳共
俉	亻五口
翛	攸习习
傝	亻日习习
垕	𠂆一口土
艟	舟立里
誋	言己心
冴	冫牙
怩	忄尸匕
滉	氵日光
沴	氵人彡
浄	氵争
澉	氵敢
衧	衤于
阼	阝乍
牂	爿羊
姞	女士口
垧	土向口
逹	之土半
栭	木而
砒	石匕匕
狃	犭丑
澌	氵其斤
綮	户攵糸
趄	走且
絜	丰刀糸
掭	扌一大忄
戁	廿口夫隹心
茺	艹亠厶儿
螻	虫婁
崋	山一艹キ
覦	俞見
庣	广儿𠁼
烺	火丶艮
熻	火亼口习习
潸	氵木木月
沕	氵勿
褑	衤爪一𠂇又
繖	糸廿月攵
孋	女一冂丶一冂丶鹿
妢	女八刀
檉	木耳口王
霪	雨氵爪丿士
尪	尢王
崟	山金
呑	丿大口
玀	犭四糸隹
瘥	疒羊工
怫	忄弗
褙	衤北月
隣	阝米夕㐄
郪	妻阝
耋	老至
珧	王儿𠁼
遘	之甘冂土
蕺	艹口耳戈
椀	木宀夕卩
剄	一巛工刂
慝	匚艹𠂇口心
嗛	口兼
牾	牛五口
侉	亻大亏
倓	亻火火
脰	月豆
賸	月半貝
鰰	魚示申
憡	忄⺮木冂
烔	火冂一口
燠	火向米大
濊	氵止戊一𣥂
遅	之尸羊
闀	門共巳
婗	女臼儿
紕	糸匕匕
殪	一夕士冖豆
掤	扌月月
葸	艹田心
貰	廿乚貝
蓊	艹八厶习习
柈	木半
楗	木廴聿
划	戈刂
匜	匚也
躔	足广里八土
伾	亻不一
瑆	王日生
皵	廿日皮
茇	艹犮
蕆	艹戊貝
棬	木半卩
簕	⺮革力
傒	亻爪幺大
獼	犭弓一八巾乂乂乂乂
卆	九十
袤	衣矛
悗	忄免
洑	氵亻犬
瀷	氵习习田共
祌	示中
褘	衤韋口㐄
韡	韋口㐄華
縴	糸亠幺冖牛
瑝	王白王
葎	艹行聿
椚	木門
礴	石艹氵甫寸
賻	貝甫寸
鯠	魚木人人
鄜	鹿阝
忕	忄大
屣	尸行止止
翬	习习冖車
圷	土下
酤	酉十口
柷	木口儿
躅	足四勹虫
昺	日一冂人
罍	田田田缶
傋	亻甘冂土
俙	亻乂𠂇巾
脙	月求
肄	匕矢聿
麿	麻吕
癔	疒立日心
蛍	⺍冖虫
湳	氵十冂半
濈	氵口耳戈
祅	示丿大
丮	乙キ
縁	糸彐豕
璿	王卜冖一八人目
睚	目厂土土
癿	白乚
鱒	魚丷酉寸
瘙	疒蚤
忪	忄八厶
阯	阝止
娠	女辰
覯	甘冂土見
蕢	艹中一貝
棼	木木八刀
欑	木牛儿牛儿貝
蜴	虫日勿
躕	足广士口䒑寸
甁	丿干丿干瓦
簰	⺮片卑
侳	亻人人土
儴	亻衣口口甘
鄶	亼四日阝
鏐	金习习人彡
鰾	魚西示
迯	之夕卜
亰	亠日小
裒	衣臼
庤	广土寸
癃	疒阝夂一生
浘	氵尸毛
扂	户卜口
祫	示亼口
閺	門日文
臠	言糸糸肉
挿	扌千日
棌	木爪木
歭	止土寸
蝙	虫户冊
戥	日生戈
忮	忄十又
惈	忄田木
襻	衤乂乂木木大手
褫	衤𠂆虎
禚	示羊灬
掲	扌日勹匕
攛	扌穴鼠
扱	扌及
鞎	革艮
唴	口羊儿
曚	日艹冖一豕
昳	日失
岼	山平
礐	臼乂乂冖石
伋	亻及
鮀	魚宀匕
誸	言弓亠幺
庁	广丁
慲	忄廿巾人人
慥	忄之牛口
祧	示儿𠁼
褕	衤俞
堥	矛攵土
夃	乃又
妧	女一兀
媺	女山一几攵
毿	厶厶厶人彡毛
拫	扌艮
搦	扌弓冫弓冫
砢	石丁口
籐	⺮月半水
穜	禾立里
倻	亻耳阝
癈	疒癶弓殳
漭	氵艹犬廾
襤	衤臣𠂉丶皿
憙	士口䒑口心
趫	走丿大口冂口
瑱	王真
耱	耒麻石
攮	扌一中冖口口甘𧘇
釃	酉一冂丶一冂丶鹿
嶌	山鳥
偛	亻千臼
犽	犭牙
羑	羊𠂊丶
怏	忄冂大
灄	氵耳耳耳
洿	氵大亏
渉	氵止小丿
潃	氵行夂月
瀙	氵立木見
戭	宀一由八戈
袛	衤氐
綍	糸十冖子
嫜	女立日十
弆	土厶廾
捭	扌卑
栱	木共
蜮	虫戈口一
蜢	虫子皿
舁	臼廾
仏	亻厶
鞤	土土寸革
塝	土亠丷冖方
搣	扌戊一火
撹	扌⺍冖見
茪	艹光
棻	艹八刀木
酴	酉余
槧	車斤木
栴	木𠂉丹
翃	𠂇厶习习
歯	齒
嗕	口辰寸
嚌	口齊
秭	禾丿乚亻
畠	白田
夎	人人土夂
猻	犭子丿糸
譃	言虚
瘼	疒艹日大
涜	氵士冖儿
褓	衤亻口木
艸	屮屮
姏	女甘
垤	土至
哢	口王廾
簏	⺮鹿
釢	金乃
熲	匕火頁
癀	疒廿由八
鏖	鹿金
潲	氵禾小月
殠	一夕自犬
堣	土日冂厶
玕	王干
驫	馬馬馬
荄	艹亥
薀	艹氵圍人皿
酲	酉口王
囫	圍勿
蹓	足卯田
罽	四厂火火刂
嶢	山土土土兀
崁	山土欠
崡	山函
牤	牛亡
黧	禾丿刀黑
僸	亻木木示
劊	亼四日刂
钀	金虎一口冂丷丁犬
銗	金𠂆一口
腄	月千艹二
脇	月力力力
脧	月厶八夂
孳	䒑幺幺子
涬	氵土半
厳	⺍厂敢
涴	氵宀夕卩
襁	衤强
闅	門目卜又
菤	艹半卩
莙	艹尹口
腠	月𡗗一大
腧	月俞
鮪	魚𠂇月
瘰	疒田糸
疧	疒氏
疰	疒丶王
摽	扌西示
蕘	艹土土土兀
梺	木木下
檑	木雨田
輞	車冂䒑亡
霂	雨氵木
黷	黑士四貝
眈	目冖儿
犤	牛四厶月匕匕
儞	亻一八巾乂乂乂乂
敍	余卜又
衞	行韋口一巾
飮	食卜欠
鐡	金十戈口䒑
脥	月大人人
亹	亠臼冂一口冖且
膂	方𠂉𠂢月
廃	广癶二儿
癉	疒單
愭	忄老日
褗	衤匚日女
衪	衤也
妯	女由
縼	糸方𠂉疋
蓂	艹冖日亠八
篥	⺮西木
簃	⺮禾夕夕
儱	亻龍
螽	夂冫虫虫
爝	火爪四艮寸
垰	土上下
堨	土曷
趠	走卜日十
拝	扌一丰
鞮	革日一止
酎	酉寸
暠	日亠口冂口
鼩	鼠勹口
劓	自田丌刂
燐	火米夕㐄
涗	氵八口儿
漥	氵穴土土
袴	衤大亏
襆	衤菐
姺	女牛儿
娭	女厶矢
趲	走牛儿牛儿貝
払	扌厶
楢	木丷酉
貺	貝口儿
艤	舟羊我
膻	月亠圍口日一
胼	月并
疻	疒口八
煇	火冖車
羼	尸羊羊羊
埏	土廴丿止
珷	王武
珽	王廴丿士
驩	馬艹口口隹
騩	馬鬼
苖	艹由
蒢	艹阝余
栻	木弋工
齢	齒令
喌	口口⺍川
嗿	口今貝
幪	巾艹冖一豕
嶉	山口隹
矧	矢弓丨
犦	牛日共水
簷	⺮𠂊厂八言
鼴	鼠匚日女
魊	鬼戈口一
齁	自田丌勹口
偊	亻丿口冂厶
倞	亻亠口小
悆	余心
鍭	金侯
艂	舟夂丰
脟	月爪寸
虓	九虎
鰹	魚臣又土
褊	衤户冊
妀	己女
繧	糸雨二厶
縄	糸㫣
綎	糸廴丿士
塏	土山豆
垍	土自
琀	王今口
蒹	艹兼
磻	石釆田
匸	匚
躓	足斤斤貝
笘	⺮卜口
貔	豸囟匕匕
獮	犭一八巾乂乂乂乂
鮓	魚乍
痼	疒圍十口
汧	氵开
涷	氵東
窅	穴目
垗	土儿𠁼
瑅	王日一止
藒	艹禾曷
蓧	艹攸木
薸	艹氵西示
槙	木真
椄	木立女
礅	石亠口子攵
跂	足十又
蹣	足廿巾人人
畤	田土寸
晫	日卜日十
黹	业巾𠁼
賎	貝戈二
惣	牛勿心
皝	白王光
傞	亻羊工
衎	行干
諵	言十冂半
竝	立立
洢	氵亻尹
郿	尸目阝
姽	女𠂊厂卩
堷	土立日
珵	王口王
捃	扌尹口
芼	艹毛
槤	木之車
柸	木不一
梏	木牛口
忐	上心
嘓	口圍戈口一
晧	日牛口
麇	鹿禾
潗	氵隹木
陜	阝大人人
弐	武（二）
赬	赤卜貝
埆	土𠂊用
玞	王夫
駄	馬大丶
薢	艹𠂊用刀牛
厜	厂千艹二
厖	厂尤彡
劂	厂䒑屮欠刂
匼	匚亼口
蚡	虫八刀
崶	山土土寸
勲	千日二力灬
蜑	廴丿止虫
傴	亻匚口口口
儵	攸黑
劒	僉刀丶
郛	爪子阝
颻	爪缶風
鵺	亠亻夂丶鳥
奨	爿爪寸大
湀	氵癶一大
灉	氵巛口巴隹
矞	矛冏
娯	女呉
邽	土土阝
択	扌尸丶
苠	艹巳七
蝣	虫方𠂉子
嚗	口日共水
偁	亻爪冂土
狨	犭戈𠂇
訏	言于
諴	言戊一口
瀣	氵卜夕又非一
綝	糸木木
堎	土夌
壱	士冖匕
聹	耳宀心皿丁
捔	扌𠂊用
菍	艹今心
杮	木巿
勅	束力
輊	車至
栃	木𠂆一力
磙	石衣八厶
齮	齒大丁口
罣	四土土
瞴	目𠂉廿廿灬
飳	食丶王
譫	言𠂊厂八言
遹	之矛冏
翯	习习亠口冂口
繍	糸粛
堧	土而大
捊	扌爪子
掮	扌户月
恧	而心
蜾	虫田木
咥	口至
辿	之山
詀	言卜口
蘾	艹土衣四水
蘞	艹僉攵
樫	木臣又土
睃	目厶八夂
頲	廴丿士頁
怓	忄女又
禔	示日一止
禘	示亠丷冖巾
弸	弓月月
繘	糸矛冏
莰	艹土欠
棈	木丰月
棤	木廿日
楩	木亻一日乂
枹	木包
郫	卑阝
偟	亻白王
脽	月隹
獊	犭人户口
膷	月鄉
粺	米卑
掎	扌大丁口
靷	革弓丨
菉	艹彐水
橀	木亠厶川皿
碥	石户冊
躑	足丷酉大阝
跕	足卜口
褁	田木𧘇
顕	日业頁
鷡	𠂉廿廿灬鳥
甃	禾火瓦
篨	⺮阝余
倷	亻大示
偍	亻日一止
鶲	八厶习习鳥
瓞	瓜失
獴	犭艹冖一豕
鮇	魚未
炰	包灬
糬	米四者
焮	火斤欠
泙	氵平
挙	兴手
洚	氵夂㐄
祔	示亻寸
闓	門山豆
玗	王于
挵	扌王廾
棓	木立口
篚	⺮匚非
銕	金大弓
瘵	疒䏑又示
惛	忄氏日
棨	户攵木
駸	馬彐冖又
揵	扌廴聿
萭	艹丿口冂厶
藠	艹白白白
蔿	艹爲
藦	艹麻手
榯	木日土寸
斝	口口冖冫十
暍	日曷
賥	貝亠人人十
舲	舟令
狚	犭日一
鰕	魚叚
怱	匆心
讃	言夫夫貝
癧	疒厂禾禾止
瘐	疒臼人
渃	氵艹𠂇口
浡	氵十冖子
涢	氵口贝
渕	氵䒑大刂
衶	衤中
擐	扌四一口𧘇
挼	扌爪女
莕	艹木口
葥	艹䒑月刂
栯	木𠂇月
桕	木臼
蚷	虫巨
咡	口耳
篌	⺮侯
俥	亻車
脭	月口王
狁	犭厶儿
鯔	魚巛田
訞	言丿大
埫	土小冂口
摛	扌亠乂凵冂厶
苨	艹尸匕
厰	厂小冂口攵
尰	尢千日二
躞	足言火火又
囃	口亠人人木隹
婓	非女
偢	亻禾火
鉶	金开刂
钁	金目目隹又
舺	舟甲
狌	犭生
頩	并頁
憱	忄亠口小尤
隉	阝臼工
翋	习习立
姁	女勹口
嫋	女弓冫弓冫
喤	口白王
眳	目夕口
釭	金工
鋂	金𠂉母
洀	氵舟
湇	氵立月
祏	示石
墘	土十日十𠂉乙
逜	之五口
捽	扌亠人人十
揎	扌宀二日
轌	車雨彐
轢	車白幺幺木
吷	口㇕大
倂	亻丿干丿干
飜	釆田飛
釈	釆尸丶
臑	月雨而
猹	犭木日一
竷	立日十夂㐄夂
瘽	疒堇
淯	氵亠厶月
宍	宀亠八
裃	衤上下
袘	衤𠂉也
嬶	女自田丌
嬾	女束𠂊貝
絘	糸次
蓇	艹骨
茖	艹夂口
朢	臣月王
啕	口勹缶
賍	貝广土
稃	禾爪子
籣	⺮門柬
脤	月辰
鮚	魚士口
鮐	魚厶口
鳽	开鳥
堽	土四一止
縠	士冖一糸殳
苳	艹夂冫
樿	木單
匰	匚單
蜊	虫禾刂
帴	巾戈戈
嵎	山日冂厶
伀	亻八厶
盦	今酉皿
凮	几一白
颸	風田心
厹	九厶
惝	忄小冂口
溽	氵辰寸
涊	氵刀丶心
婥	女卜日十
珦	王向口
輜	車巛田
碹	石宀二日
鯝	魚圍十口
綀	糸束
縡	糸宀辛
栞	干干木
殢	一夕廿儿冖巾
拠	扌夂几
搌	扌尸廿𧘇
遰	之廿儿冖巾
爇	艹坴丸灬
韁	革三田田
轔	車米夕㐄
橪	木䏑犬灬
煕	臣巳灬
蝳	虫丰母
蜉	虫爪子
嗩	口小貝
噍	口隹灬
啍	口亠口子
髃	骨日冂厶
盉	禾皿
猁	犭禾刂
匂	勹匕
痃	疒亠幺
懆	忄口口口木
惓	忄半卩
渱	氵虫工
浛	氵今口
祊	示方
祤	示习习
閟	門心丿
娖	女口止
繦	糸强
坫	土卜口
珛	王𠂇月
珹	王戊㇆
揲	扌廿乚木
攠	扌麻非
扠	扌又丶
茩	艹𠂆一口
茀	艹弗
巘	山虎一口冂丷丁犬
鋩	金艹亡
錧	金宀㠯
遯	之月豕
脬	月爪子
鮂	魚圍人
廒	广敖
怭	忄心丿
皕	一白一白
垝	土𠂊厂卩
垵	土宀女
搢	扌晋
攄	扌虎田心
拡	扌广厶
鞐	革上下
蟿	車凵殳虫
暦	厂木木日
晄	日光
眛	目未
罥	四口月
罠	四巳七
嶵	山四非
啎	午五口
筰	⺮亻乍
簩	⺮火火冖力
僛	亻其欠
俍	亻丶艮
龢	龠禾
彴	行勹丶
舢	舟山
臓	月艹戊臣
毞	匕匕毛
豋	䏑又豆
庨	广孝
緳	广丰刀糸
羕	羊永
愯	忄隹又
欻	火火欠
懠	忄齊
悰	忄宀示
溂	氵束刂
滵	氵宀心丿山
禋	示西土
祾	示夌
冘	冖儿
冞	冖米
臦	臣臣
墬	阝彑豕土
縸	糸艹日大
鬏	長彡禾火
椇	木具
蠑	虫火火冖木
賕	貝求
臢	月牛儿牛儿貝
悈	忄戈廾
忭	忄亠卜
瓅	王白幺幺木
藾	艹束𠂊貝
苶	艹人小
杻	木丑
噭	口白方攵
唼	口立女
峠	山上下
笵	⺮氵卩
偰	亻丰刀大
谻	八人口乙キ
餠	食丿干丿干
巟	亡川
凘	冫其斤
麤	鹿鹿鹿
纇	米糸頁
悧	忄禾刂
溘	氵土厶皿
寑	宀亻彐冖又
彠	彐工口寸艹隹又
陥	阝𠂊丨日
弶	弓亠口小
荍	艹丩攵
桫	木氵小丿
昻	日工卩
鎛	金甫寸
鈏	金弓丨
鵟	犭王鳥
廑	广堇
垞	土宀丿七
騑	馬非
騲	馬艹日十
莁	艹工人人
醑	酉疋月
彯	西示彡
霙	雨艹冂大
雰	雨八刀
跢	足夕夕
甽	田川
黢	黑厶八夂
斁	四土半攵
盻	目八丂
睒	目火火
秪	禾氐
僈	亻曼
虒	𠂆虎
膮	月土土土兀
胲	月亥
觔	𠂊用力
忞	文心
謧	言亠乂凵冂厶
冱	冫一彑
怞	忄由
悇	忄余
漻	氵习习人彡
縕	糸圍人皿
妘	女二厶
婻	女十冂半
紵	糸宀丁
矻	石𠂉乙
呫	口卜口
蹁	足户冊
曀	日士冖豆
籦	⺮金千日二
傌	亻馬
鉏	金且
脞	月人人土
鯷	魚日一止
鰉	魚白王
庳	广卑
恉	忄匕日
冖	冖
檗	尸口辛木
瞀	矛攵目
絿	糸求
隷	士示隶
鵐	工人人鳥
垙	土光
墦	土釆田
瑧	王𡗗禾
鞡	革扌立
莅	艹亻立
軺	車召
郕	戊㇆阝
齕	齒𠂉乙
蟳	虫彐工口寸
嶮	山僉
徧	行户冊
瘊	疒侯
慓	忄西示
溍	氵晋
沄	氵二厶
灡	氵艹門柬
渇	氵日勹匕
濧	氵业羊寸
泆	氵失
溞	氵蚤
屛	尸丿干丿干
姌	女冂土
縗	糸衣口一
綅	糸彐冖又
楳	木甘木
朿	木冂
旼	日文
瞍	目臼丨又
鍉	金日一止
銛	金舌
鮠	魚𠂊厂卩
詷	言冂一口
潟	氵臼勹灬
泇	氵力口
孅	女人人戈非一
瑊	王戊一口
駰	馬圍大
抃	扌亠卜
葖	艹穴犬
楅	木一口田
酺	酉甫
棶	木木人人
輠	車田木
椑	木卑
枠	木九十
楤	木匆心
黶	厂日月犬黑
虷	虫干
吪	口亻匕
屴	山力
簠	⺮甫皿
皜	白亠口冂口
