的	白勹丶
跛	足皮
崾	山西女
顓	山而頁
鉍	金心丿
鎔	金穴人口
鯽	魚艮卩
憬	忄日亠口小
愀	忄禾火
湮	氵西土
洇	氵圍大
祜	示十口
闡	門口口甲一
亙	二𠂊冫
囍	士口䒑口士口䒑口
撻	扌之土羊
芏	艹土
莣	艹亡心
蒞	艹氵亻立
檫	木宀夗示
饕	口丂虎食
盹	目一屮
脩	亻丨夂月
畲	人示田
鎵	金宀豕
謗	言亠丷冖方
糰	米圍車寸
灩	氵丰丰山一口䒑土厶皿
寤	宀爿工㇕口
縉	糸亞日
娉	女由丂
垟	土羊
硌	石夂口
盎	冂大皿
睢	目隹
徠	行木人人
斛	𠂊用冫十
泮	氵半
汊	氵又丶
灤	氵言糸糸木
繕	糸羊䒑口
歿	一夕勹又
碴	石木日一
逕	之一巛工
哮	口者子
嘬	口日耳又
嶂	山立日十
乓	丘丶
逯	之彐水
閾	門戈口一
葽	艹西女
枳	木口八
杓	木勹丶
鄴	业半木阝
岬	山甲
誥	言牛口
汏	氵大
売	士冖儿
埭	土尹氵
螯	丰力攵虫
孛	十冖子
啷	口丶艮阝
笥	⺮㇆一口
鵒	八人口鳥
狡	犭亠八乂
竦	立木口
癰	疒巛口巴隹
瀹	氵人一口口口冂艹
潙	氵爲
硐	石冂一口
蹶	足厂䒑屮欠
蹋	足日习习
篡	⺮目大厶
俚	亻田土
伈	亻心
魷	魚尤
鰻	魚日四又
讕	言門木四
恣	冫欠心
羧	羊厶八夂
紂	糸寸
緲	糸目小丿
戩	二厶厶日戈
児	丨日儿
呿	口土厶
胄	由月
禺	日冂厶
矚	目尸水四勹虫
笆	⺮巴
鉈	金宀匕
竣	立厶八夂
甑	丷四日瓦
悸	忄禾子
煬	火日一勹彡
縐	糸勹屮勹屮
玓	王勹丶
萇	艹長
蓯	艹行人人止
韭	非一
暝	日冖日亠八
凼	水凵
睨	目臼儿
仩	亻上
倌	亻宀㠯
銦	金圍大
鍇	金匕匕白
肪	月方
馗	九䒑自
孺	子雨而
緝	糸口耳
殮	一夕人一口口人人
琮	王宀示
芫	艹一兀
菈	艹扌立
檣	木土人人圍口
賚	木人人貝
掱	手手手
秸	禾士口
儼	亻口口厂㇕耳攵
皎	白亠八乂
龕	人一口龍
諼	言爪一大又
瘓	疒𠂊冂八大
癆	疒火火冖力
煅	火亻三殳
慵	忄广尹用
涙	氵户大
惢	心心心
耨	丰木辰寸
蜇	扌斤虫
莒	艹口口
蘅	艹行𠂊田大
苕	艹刀口
橇	木毛毛毛
翳	匚矢殳习习
哐	口匚王
賑	貝辰
崛	山尸屮凵
篁	⺮白王
偌	亻艹大口
釧	金川
鈮	金尸匕
諺	言立丿彡
庵	广大申
炷	火丶王
濄	氵之咼
洳	氵女口
隧	阝之丷豕
塒	土日土寸
茆	艹氏丿卩
橈	木土土土兀
靨	厂日月犬㇕圍目
蜈	虫口一大
喹	口大土土
咲	口䒑大
冑	由冂二
乄	丿丶
偠	亻西女
澧	氵曲一口䒑
屜	尸行廿乚
卐	乚一丨一
纈	糸士口頁
姒	女厶人
瓔	王貝貝女
柘	木石
枋	木方
虻	虫亡
釕	金了
廕	广阝人丶㇕二厶
惰	忄大工月
懺	忄人人戈非一
洮	氵儿氵
蚤	又丶虫
婊	女丰𧘇
斡	十日十人冫十
韃	革之土羊
轅	車土口𧘇
栩	木习习
攴	卜又
哧	口土火
睞	目木人人
僖	亻士口䒑口
傣	亻春水
倏	亻丨夂犬
銫	金𠂊巴
銃	金亠厶儿
諤	言口口一丂
苹	艹一丷十
蕨	艹厂䒑屮欠
茴	艹圍口
藐	艹豸白儿
芠	艹文
酵	酉者子
蛔	虫圍口
崮	山圍十口
嶠	山丿大冂口
膦	月米夕㐄
鮭	魚土土
匈	勹乂凵
譙	言隹灬
洹	氵二日
沢	氵尸丶
璁	王鬼夂心
蒯	艹月月刂
醞	酉圍人皿
椋	木亠口小
叵	匚口
齦	齒艮
嗶	口日艹工
唾	口千艹二
哖	口𠂉㐄
噔	口癶一口䒑
笫	⺮丿乚亻
惚	忄勹彡心
澮	氵人一四日
閫	門圍木
瑙	王巛鬼乂
棹	木卜日十
蜥	虫木斤
蛀	虫丶王
螟	虫冖日亠八
唏	口乂大巾
畹	田宀夗
黍	禾人水
鑊	金艹隹又
腓	月非
詎	言匚コ
庥	广亻木
濰	氵糸隹
緘	糸戊一口
攣	言糸糸手
轂	士冖一車殳
蓴	艹車寸
蒔	艹日土寸
佇	亻宀丁
鈐	金人丶㇕
貉	豸夂口
瀕	氵止小頁
闃	門目犬
翀	习习中
妊	女丿士
紓	糸又㇕丨
荇	艹行
蔸	艹白氏コ儿
艿	艹㇆丿
櫛	木⺮艮卩
斫	石斤
咻	口亻木
箴	⺮戊一口
适	之舌
飴	食厶口
訝	言牙
淙	氵宀示
嫦	女小冖口巾
弁	厶艹
韉	革艹鹿一乚灬
萜	艹巾卜口
薏	艹立日心
趺	足夫
賒	貝人示
郗	乂大巾阝
饌	食巳巳廿八
虢	爪寸虎
慷	忄广尹氵
濼	氵白幺幺木
実	宀三人
寥	宀习习人彡
褋	衤廿乚木
摑	扌圍戈口一
邯	甘阝
蔑	艹四戊丶
楮	木者
圧	厂土
砥	石氏丶
迄	之𠂉乙
儆	亻艹勹口攵
讎	隹言隹
銪	金大月
臊	月口口口木
鴕	鳥宀匕
誆	言匚王
咫	尸丶口八
鍪	又㇕亻攵金
婺	又㇕亻攵女
綹	糸夂卜口
搪	扌广尹口
葑	艹土土寸
噫	口立日心
瞰	目㇕耳攵
攵	攵
僮	亻立田土
佗	亻宀匕
鐫	金隹冂凵
塾	亠口子丸土
旎	方𠂉尸匕
壅	亠乡隹土
懦	忄雨而
発	癶二儿
繚	糸大丷日小
繹	糸四土半
酆	丰丰山一口䒑阝
藹	艹言日勹人乚
箬	⺮艹大口
爰	爪一大又
鋮	金戊㇆
鏘	金爿夕寸
魴	魚方
詼	言大火
謖	言田八夂
炔	火㇕大
燼	火尹一灬皿
妲	女日一
勱	艹日冂厶力
蓼	艹习习人彡
鸕	虎田皿鳥
螭	虫亠乂凵冂厶
峒	山冂一口
県	目乚小
狽	犭貝
觥	𠂊用小兀
羔	羊灬
熘	火氏丶刀田
衿	衤人丶㇕
騖	又㇕亻攵馬
盂	一寸皿
髦	長彡毛
萸	艹臼人
磧	石丰貝
蜆	虫見
踞	足尸十口
昴	日氏丿卩
僾	亻爪冖心夂
卮	斤一卩
氷	水丶
詬	言斤一口
癥	疒行山一王攵
湫	氵禾火
綵	糸爪木
娓	女尸毛
恚	土土心
莜	艹亻丨攵
蘚	艹魚羊
尢	大乚
匭	匚車九
籟	⺮木口𠂊貝
魑	鬼亠乂凵冂厶
頦	亠乡人頁
汜	氵巳
縝	糸十且八
芰	艹十又
椏	木亞
榫	木隹十
椽	木彑豕
蟠	虫釆田
啫	口者
蹊	足爪幺大
晞	日乂大巾
詈	四言
肴	乂大月
銠	金者匕
鈑	金斤又
獠	犭大丷日小
誚	言小月
諂	言𠂊臼
痿	疒禾女
焓	火人丶㇕口
湃	氵手一丰
湟	氵白王
祉	示止
縵	糸日四又
妗	女人丶㇕
擻	扌數女攵
菘	艹木八厶
菏	艹氵丁口
葯	艹糸勹丶
砦	止匕石
鶚	口口一丂鳥
睪	四土半
釁	臼冂一口酉八刀
鏞	金广尹用
啻	亠丷冖巾口
旖	方𠂉大丁口
饔	亠乡隹食
劭	刀口力
姘	女䒑艹
畿	幺幺戈田
坭	土尸匕
霈	雨氵一巾
呔	口大丶
崧	山木八厶
箸	⺮者
稔	禾人丶㇕心
籩	⺮之自穴方
乂	乂
鏵	金艹一艹工
塍	月半土
詫	言宀丿七
庹	广廿尸丶
疚	疒𠂊丶
怛	忄日一
瀋	氵宀釆田
黽	黽
窿	穴阝夂一生
芐	艹一卜
霰	雨廿月攵
歩	止小丿
噘	口厂䒑屮欠
啾	口禾火
崙	山人一冂艹
俅	亻一水丶
鎰	金䒑八皿
腱	月廴尹二
鱸	魚虎田皿
処	夂几
瘁	疒亠人人十
浹	氵大人人
漓	氵亠乂凵冂厶
寔	宀日一止
禕	示韋口㐄
闆	門口口口
迂	之一寸
菰	艹子瓜
碇	石宀一止
嗬	口艹亻丁口
笄	⺮一艹
筧	⺮見
鐮	金广䒑彐刂八
凇	冫木八厶
洌	氵一夕刂
袒	衤日一
鄄	西土阝
櫚	木門口口
呋	口夫
囁	口耳耳耳
唳	口户犬
篙	⺮亠口冂口
氛	气八刀
鋌	金廴丿士
詘	言屮凵
賡	广彐人貝
禛	示十且八
闥	門之土羊
嬤	女广木木幺
垚	土土土
垃	土立
蕎	艹丿大口冂口
蚴	虫幺力
跖	足石
鄖	口貝阝
踉	足丶艮
牘	片士四貝
佃	亻田
腈	月丰月
腊	月廿日
膺	广亻隹月
焐	火工㇕口
洱	氵耳
衲	衤冂人
邏	之四糸隹
蛩	工凡虫
琶	王王巴
菟	艹𠂊口儿丶
薌	艹乡丶艮阝
稷	禾田八夂
簣	⺮中一貝
笈	⺮㇆人
鱟	臼乂乂魚
鄣	立日十阝
痙	疒一巛工
惲	忄冖車
冨	冖一口田
韞	韋口㐄日皿
蘼	艹广木木非
螅	虫自心
嚯	口雨隹
篪	⺮斤虎
夊	夂
誹	言非
讖	言人人戈非一
燻	火千四二灬
沮	氵且
轡	車糸糸口
挹	扌口巴
逑	之一水丶
鞅	革冂大
桜	木⺍女
蚧	虫人川
骯	骨亠几
笏	⺮勹彡
鎦	金氏丶刀田
酋	丷酉
鎏	氵亠厶川金
滁	氵阝人禾
媸	女屮一虫
媧	女咼
并	䒑艹
苫	艹卜口
楸	木禾火
檳	木宀一小貝
賾	臣丰貝
迓	之牙
匱	匚中一貝
蛘	虫羊
踵	足千日二
炅	日火
罹	四忄隹
笱	⺮勹口
鈹	金皮
肼	月二川
臏	月宀一小貝
鮃	魚一丷十
旃	方𠂉周亠
懊	忄自米大
涫	氵宀㠯
瀰	氵弓一八巾乂乂乂乂
遽	之虎豕
陛	阝匕匕土
紸	糸丶王
觳	士冖一𠂊用殳
鬩	鬥臼儿
摶	扌車寸
揸	扌木日一
苊	艹厂卩
萄	艹勹𠂉十凵
薜	艹尸口辛
囈	口艹土八土丸二厶
嚦	口厂禾禾止
崆	山穴工
佽	亻冫欠
銖	金𠂉木
獺	犭木口𠂊貝
脘	月宀一兀
芻	勹屮勹屮
贇	文一弋止貝
惻	忄貝刂
闈	門韋口㐄
嫵	女𠂉廿灬
舂	春臼
璦	王爪冖心夂
蔦	艹鳥
橢	木阝大工月
达	之大
唇	辰口
豕	豕
呎	口尸丶
嵊	山禾丬匕
睋	目手戈
幃	巾韋口㐄
况	冫口儿
褰	宀甘八衣
冗	冖几
恵	一由心
薨	艹四冖一夕匕
蓀	艹子丿糸
葒	艹糸工
鏨	車斤金
椴	木亻三殳
齶	齒口口一丂
噲	口人一四日
雎	且隹
鏂	金匚口口口
腩	月十冂半
鮫	魚亠八乂
謫	言亠丷冂十口
瘴	疒立日十
憚	忄口口甲一
満	氵廿冂山
浼	氵𠂊口儿
閬	門丶艮
媼	女圍人皿
絀	糸屮凵
芎	艹弓
酊	酉丁
笞	⺮厶口
侮	亻𠂉母
胱	月小兀
肓	亡月
痧	疒氵小丿
袢	衤半
黿	一兀黽
髡	長彡兀
擢	扌习习隹
麴	木人人夂勹米
厴	厂日月犬甲
嘁	口戊上小
罅	𠂉十凵虎丿丷寸
佼	亻亠八乂
侷	亻尸㇆口
釔	金乙
鑠	金白幺幺木
亳	亠口冖丿七
悴	忄亠人人十
閌	門亠几
壎	土千四二灬
菓	艹田木
梆	木丰阝
乩	卜口乚
呶	口女又
賂	貝夂口
誄	言丰木
疽	疒且
淄	氵巛田
逅	之斤一口
逄	之夂㐄
亜	亞
堺	土田八川
擷	扌士口頁
菽	艹上小又
蓖	艹鬼乂匕匕
菔	艹月卩又
苧	艹宀丁
蟆	虫艹日大
齪	齒足
嘭	口士口䒑彡
尜	小大小
嵋	山尸目
佤	亻瓦
鼾	自田一川干
鎩	金乂木殳
凊	冫丰月
猷	丷酉犬
閎	門大厶
閿	門爪冖又
卩	卩
縭	糸亠乂凵冂厶
螚	厶月匕匕虫
萁	艹其
葩	艹白巴
蛐	虫曲
勖	日目力
岜	山巴
笪	⺮日一
舐	舌氏
佶	亻士口
倨	亻尸十口
餒	食爪女
鳧	鳥几
詿	言土土
溉	氵艮七儿
赭	土火者
檠	艹勹口攵木
桅	木𠂊厂卩
眥	止匕目
訾	止匕言
嘹	口大丷日小
嚀	口宀心皿丁
犇	牛牛牛
伝	亻二厶
鱘	魚彐工口寸
諟	言日一止
庠	广羊
慳	忄臣又土
慟	忄千日二力
葙	艹木目
杈	木又丶
砧	石卜口
蛉	虫人之
蟀	虫亠幺氵艹
咭	口士口
嚙	口齒
飫	食丿大
鈰	金亠巾
惕	忄日勹彡
惘	忄冂䒑亡
惦	忄广卜口
潦	氵大丷日小
窠	穴田木
裨	衤鬼十
迨	之厶口
矸	石干
贗	厂亻鳥貝
蜓	虫廴丿士
嘵	口土土土兀
唚	口彐冖又
餼	食气米
褻	衣土八土丸
袞	衣八口
懍	忄亠圍口禾
褔	衤一口田
蚩	屮一虫
櫱	屮丿㠯辛木
殯	一夕宀一小貝
耒	丰木
芄	艹丸
榷	木冖隹
奄	大申
碚	石立口
喑	口立日
鋨	金手戈
繇	爪𠂉十凵丿糸
裾	衤尸十口
窈	穴幺力
豉	一口䒑十又
箌	⺮至刂
讜	言小冖口四土灬
劾	亠乡人力
憧	忄立田土
裑	衤身
裼	衤日勹彡
孿	言糸糸子
嫠	二木攵厂女
琇	王禾㇆丿
荏	艹亻丿士
蘢	艹龍
杪	木小丿
榔	木丶艮阝
隹	隹
餳	食日一勹彡
鉺	金耳
鎌	金䒑彐刂八
旆	方𠂉一巾
癇	疒門月
燧	火之丷豕
遑	之白王
橐	一中冖石木
圪	土𠂉乙
嗇	土人人圍口
駢	馬䒑艹
藪	艹數女攵
芃	艹凡
槭	木戊上小
棰	艹千艹二
噥	口曲辰
嗥	口白大十
峴	山見
岣	山勹口
佉	亻土厶
魈	鬼小月
頎	斤頁
鏌	金艹日大
颼	風臼丨又
詵	言牛儿
諢	言冖車
覚	⺍冖見
瀬	氵木口頁
珥	王耳
駟	馬四
茤	艹夕夕
砭	石丿之
碓	石隹
蟑	虫立日十
蚓	虫弓丨
嗵	口之又用
嵴	山氵人月
憩	舌自心
俁	亻口乚大
臚	月虎田皿
昝	夂卜日
隗	阝鬼
繾	糸之中一㠯
紉	糸刀丶
壊	土十四衣
琚	王尸十口
葫	艹十口月
鞣	革又㇕亻木
顴	艹口口隹頁
蕕	艹犭丷酉
醴	酉曲一口䒑
饜	厂日月犬食
齠	齒刀口
顒	日冂厶頁
嘗	小冖口匕日
嵛	山人一月刂
牯	牛十口
簟	⺮西日十
笮	⺮𠂉卜
囪	鬼彡丶
儈	亻人一四日
鷂	爪𠂉十凵鳥
譲	言衣八甘
麝	鹿身寸
沌	氵一屮
勰	力力力田心
婀	女阝丁口
縞	糸亠口冂口
瑁	王日目
綦	其糸
齷	齒尸至
喋	口廿乚木
躋	足亠丷丨刀氏川
瓴	人之瓦
毖	匕匕心丿
悽	忄一尹女
愫	忄丰糸
悚	忄木口
搴	宀甘八手
朶	㇆丿木
増	土丷田日
菋	艹口二木
驀	艹日大馬
醪	酉习习人彡
囀	口車車寸
趿	足㇆人
蹌	足人户口
嗍	口䒑屮月
杲	日木
暘	日日一勹彡
骷	骨十口
爨	臼冂一口木木大火
羸	亡口月羊凡
誶	言亠人人十
廄	广艮殳
瀲	氵人一口口人人攵
攫	扌目目隹又
茼	艹冂一口
齜	齒止匕
圜	圍四一口𧘇
秣	禾一木
僭	亻七儿七儿日
囟	鬼乂
鑭	金門木四
鰳	魚革力
鰨	魚日习习
慊	忄䒑彐刂八
媯	女爲
鞀	革刀口
樅	木行人人止
団	圍寸
罌	貝貝𠂉十凵
儔	亻士㇕工一口寸
羶	羊亠圍口日一
汨	氵日
閼	門方人冫
閽	門氏日
閡	門亠乡人
譬	尸口辛言
縹	糸西示
摒	扌尸䒑艹
齬	齒工㇕口
嘧	口宀心丿山
嵬	山鬼
瞑	目冖日亠八
穡	禾土人人圍口
氪	气十口儿
笳	⺮力口
魃	鬼犬㇕
佸	亻舌
艉	舟尸毛
穌	魚禾
浯	氵工㇕口
溱	氵春禾
阡	阝千
璩	王虎豕
醮	酉隹灬
硤	石大人人
蠊	虫广䒑彐刂八
圉	圍土半
嚓	口宀夗示
纍	田田田糸
賙	貝周土口
豺	豸寸丿
獐	犭立日十
旄	方𠂉毛
広	广厶
糝	米厶厶厶人彡
泖	氵氏丿卩
溏	氵广尹口
裉	衤艮
戸	户
琺	王氵土厶
芟	艹殳
棖	木長
柜	木匚コ
蚨	虫夫
蟶	虫耳口王
俎	人人且
肫	月一屮
糍	米䒑幺幺
槊	䒑屮月木
涑	氵木口
涪	氵立口
漉	氵鹿
緄	糸日匕匕
彗	丰丰彐
鞦	革禾火
莔	艹圍八冂
躉	艹日冂厶足
櫪	木厂禾禾止
齔	齒匕
屾	山山
鶻	骨鳥
泱	氵冂大
泫	氵亠幺
鴆	冖儿鳥
帚	彐冖巾
埕	土口王
珪	王土土
瑗	王爪一大又
茁	艹屮凵
檄	木白方攵
竽	⺮一寸
稗	禾鬼十
佺	亻人王
鍆	金門
鯢	魚臼儿
戠	立日戈
咨	冫欠口
淀	氵宀一止
謇	宀甘八言
逖	之犭火
羋	丨卜卜工
靼	革日一
莋	艹亻𠂉卜
唵	口大申
吩	口八刀
哞	口厶牛
羆	四厶月匕匕灬
嶧	山四土半
迤	之𠂉也
秈	禾山
簞	⺮口口甲一
佞	亻二女
鉿	金人一口
艫	舟虎田皿
諉	言禾女
瘍	疒日一勹彡
憒	忄中一貝
郯	火火阝
邋	之巛圍乂巛
闐	門十且八
孃	女衣口口甘
縊	糸䒑八皿
垌	土冂一口
璀	王山隹
芘	艹匕匕
蹩	水冂攵足
昉	日方
鱈	魚雨彐
鮒	魚亻寸
涿	氵豕
鼐	㇆丿目爿片
戛	一自戈
髪	長彡大又
瑀	王丿口冂厶
驄	馬鬼夂心
璣	王幺幺戈人
芨	艹㇆人
蠓	虫艹冖一豕
蚪	虫冫十
吒	口丿七
瞋	目十且八
毎	𠂉母十
倥	亻穴工
猓	犭田木
頫	儿氵頁
褥	衤辰寸
嬖	尸口辛女
孀	女雨木目
縋	糸之丿㠯
珣	王勹日
璘	王米夕㐄
菠	艹氵皮
卣	卜圍コ
嚶	口貝貝女
跚	足周周一
嶷	山匕矢又㇕止
牖	片户甫
徨	行白王
鉄	金牛人
豸	豸
溧	氵西木
寀	宀爪木
阱	阝二川
愍	巳七攵心
皴	厶八夂皮
撳	扌金欠
蘺	艹亠乂凵冂厶隹
櫸	木臼一乚丨八工
磣	石厶厶厶人彡
蠐	虫亠丷丨刀氏川
咑	口扌丁
踔	足卜日十
黜	四土灬屮凵
崍	山木人人
魎	鬼一巾人人
偸	亻人一月巛
兗	亠八口儿
淝	氵月巴
鷸	又㇕亻冂八口鳥
続	糸士冖儿
梘	木見
虺	兀虫
磋	石羊工
蠛	虫艹四戊丶
蠖	虫艹隹又
哃	口冂一口
吽	口牛
徘	行非
粼	米夕㐄巛
烊	火羊
紆	糸一寸
紈	糸丸
埗	土止小
鄹	耳又乑阝
瓁	王艹隹又
鸛	艹口口隹鳥
蓑	艹衣日
酢	酉𠂉卜
醌	酉日匕匕
樘	木小冖口土
楦	木宀二日
蜒	虫廴丿止
唲	口臼儿
咜	口宀匕
彫	周土口彡
偲	亻田心
鐿	金立日心
胂	月申
忤	忄𠂉十
潶	氵四土灬
紜	糸二厶
艽	艹九
醭	酉业羊
蜡	虫廿日
蚝	虫毛
嚨	口龍
毬	毛一水丶
鍖	金其乚
鏍	金田糸
癜	疒尸廿八殳
沭	氵木丶
滓	氵宀辛
娌	女田土
繒	糸丷四日
跫	工凡足
鏊	丰力攵金
葶	艹亠口冖丁
酞	酉大丶
榱	木衣日
槨	木亠口子阝
郟	大人人阝
踴	足又用力
兎	丿口儿丶
倳	亻一口尹
煳	火十口月
嬛	女四一口𧘇
嫚	女日四又
驃	馬西示
柰	木示
桁	木行
蜱	虫鬼十
餚	食乂大月
鯀	魚丿糸
郞	丶艮阝
恫	忄冂一口
憔	忄隹灬
剡	火火刂
姫	女臣
彀	士冖一弓殳
珅	王申
萿	艹氵舌
雹	雨勹巳
橄	艹㇕耳攵
匚	匚
蟛	虫士口䒑彡
咴	口大火
噈	口亠口小尤
冏	冂八口
髕	骨宀一小貝
値	亻十目乚
俶	亻上小又
皚	白山一口䒑
錈	金半卩
遒	之丷酉
畑	火田
衩	衤又丶
嬙	女土人人圍口
媄	女羊大
圮	土己
耔	丰木子
揆	扌癶一大
苤	艹不一
苴	艹且
苻	艹亻寸
婪	木木女
櫫	豕者木
碉	石周土口
咼	咼
倬	亻卜日十
饉	食廿口丰
彳	行
譎	言又㇕亻冂八口
奘	爿士大
痱	疒非
疙	疒𠂉乙
浞	氵足
湔	氵䒑月刂
潺	氵尸子子子
袷	衤人一口
爿	爿
鸝	一冂丶一冂丶鹿鳥
驤	馬衣口口甘
覲	廿口丰見
鄞	廿口丰阝
蕗	艹足夂口
梶	木尸毛
邨	一屮阝
鹺	卜圍乂羊工
鼉	口口田一黽
鴰	舌鳥
伲	亻尸匕
劬	勹口力
炤	火刀口
単	⺍甲一
閶	門日日
恿	又用心
坍	土周亠
垸	土宀一兀
鬟	長彡四一口𧘇
耪	丰木亠丷冖方
芑	艹己
逋	之甫
蚶	虫甘
曷	日勹人乚
侈	亻夕夕
刖	月刂
獯	犭千四二灬
觶	𠂊用口口甲一
鰍	魚禾火
旒	方𠂉亠厶川
忖	忄寸
惆	忄周土口
閂	門一
邐	之一冂丶一冂丶鹿
鬮	鬥丿黽
驁	丰力攵馬
掇	扌又又又又
鶘	十口月鳥
鞫	革勹言
槲	木𠂊用冫十
齟	齒且
噺	口立木斤
韙	日一止韋口㐄
冄	冂二
鸚	貝貝女鳥
鉦	金一止
鋟	金彐冖又
錙	金巛田
猗	犭大丁口
堃	方方土
沔	氵丁乚㇆
灕	氵亠乂凵冂厶隹
窨	穴立日
厾	乙土厶
緦	糸田心
耄	者匕毛
杴	木欠
蚵	虫丁口
蛄	虫十口
蠣	虫厂艹日冂厶
篦	⺮鬼乂匕匕
俳	亻非
錸	金木人人
鐐	金大丷日小
獬	犭𠂊用刀牛
胝	月氏丶
礱	龍石
濉	氵目隹
洺	氵夕口
邃	之穴丷豕
屐	尸行十又
経	糸又土
殄	一夕人彡
瞽	士口䒑十又目
鷙	土半丸鳥
験	馬人一口人
蠆	艹日冂厶虫
芴	艹勹彡
楝	木木四
鶇	車鳥
耷	大耳
曛	日千四二灬
稹	禾十且八
氤	气圍大
込	之人
臆	月立日心
髙	亠卜丨冂口
埸	土日勹彡
拊	扌亻寸
荑	艹大弓
芤	艹子乚
榧	木匚非
砑	石牙
垡	亻戈土
倮	亻田木
徇	行勹日
鑷	金耳耳耳
鑌	金宀一小貝
腆	月冂廿八
胗	月人彡
瘢	疒舟殳
遨	之丰力攵
弢	弓屮又
緙	糸革
駑	女又馬
擤	扌自田一川
匏	大一丂勹巳
尷	尤臣⺮皿
蝴	虫十口月
虼	虫𠂉乙
曈	日立田土
澩	臼乂乂水
餱	食亻コ矢
粿	米田木
渀	氵大十艹
宄	宀九
隳	阝大工月人忄
堋	土月月
菹	艹氵且
酐	酉干
櫳	木龍
哚	口几木
眭	目土土
鴦	冂大鳥
峰	山夂丰
侞	亻女口
飩	食一屮
餾	食氏丶刀田
銣	金女口
胛	月甲
腴	月臼人
獰	犭宀心皿丁
詁	言十口
諑	言豕
訃	言卜
疳	疒甘
癤	疒⺮艮卩
惴	忄山而
怺	忄丶水
窕	穴儿氵
陟	阝止小
悪	亞心
鼙	士口䒑十又鬼十
聵	耳中一貝
鴣	十口鳥
蕈	艹西日十
蘄	艹口口甲一斤
薺	艹亠丷丨刀氏川
釅	酉口口厂㇕耳攵
楂	木木日一
楫	木口耳
碭	石日一勹彡
戔	戈戈
呻	日申
叺	口人
咄	口屮凵
崞	山亠口子
嶗	山火火冖力
骼	骨夂口
籙	⺮金彐水
魍	鬼冂䒑亡
僉	人一口口人人
饅	食日四又
餛	食日匕匕
鍐	金乂凵八夂
狎	犭甲
麾	广木木毛
羝	羊氏丶
糲	米厂艹日冂厶
憷	忄木木㇕止
煋	火日生
燚	火火火火
窣	穴亠人人十
窸	穴釆心
褡	衤艹人一口
闍	門者
閞	門厶艹
嬗	女亠圍口日一
絵	糸人二厶
邛	工阝
玎	王丁
瑚	王十口月
琿	王冖車
玘	王己
茈	艹止匕
藎	艹尹一灬皿
椐	木尸十口
螞	虫馬
蜘	虫矢口
嗉	口丰糸
唁	口言
躚	足之西大巳
筮	⺮工人人
箜	⺮穴工
瓮	八厶瓦
鈸	金犬㇕
錮	金圍十口
鍤	金千臼
鯁	魚一日乂
鰱	魚之車
粳	米一日乂
遄	之山而
裰	衤又又又又
鞴	革廿丿用
蘩	艹𠂉母攵糸
麩	木人人夂夫
碲	石亠丷冖巾
觜	止匕𠂊用
跏	足力口
唎	口禾刂
崚	山土八夂
仵	亻𠂉十
歙	人一口习习欠
鏇	金方𠂉㇕止
諄	言亠口子
竜	立申
蠲	䒑八皿四勹虫
粞	米西
湢	氵一口田
涳	氵穴工
蟊	又㇕亻虫虫
媲	女鬼乂匕匕
緱	糸亻コ矢
繅	糸巛田木
盍	土厶皿
扦	扌千
萵	艹咼
菪	艹宀石
棱	木土八夂
輳	車春一大
蛞	虫舌
笤	⺮刀口
傀	亻鬼
飪	食丿士
胭	月圍大
謄	月半言
殳	殳
旮	九日
悻	忄土半
巛	巛
埝	土人丶㇕心
圯	土巳
栲	木者丂
朮	十儿丶
榊	木示申
砹	石艹乂
図	圍冫乂
跣	足牛儿
邾	𠂉木阝
氚	气川
俷	亻月巴
譕	言𠂉廿灬
瓿	立口瓦
潢	氵廿由八
漷	氵亠口子阝
辶	之
禳	示衣口口甘
鬻	弓米弓一口冂丷丁
綆	糸一日乂
彘	彑匕矢匕
殛	一夕了口又一
堊	亞土
琵	王王匕匕
頊	王頁
拮	扌士口
枡	木丿艹
砟	石𠂉卜
骱	骨人川
笸	⺮匚口
頷	人丶㇕口頁
鋃	金丶艮
狻	犭厶八夂
鴇	匕十鳥
鴟	氏丶鳥
邙	亡阝
悌	忄丷弓亻
淠	氵田一川
嫫	女艹日大
妣	女匕匕
餮	一夕人彡食
赳	走凵
埽	土彐冖巾
圾	土㇆人
荖	艹者匕
薅	艹女辰寸
樗	木雨一丂
柞	木𠂉卜
欹	大丁口欠
蠼	虫目目隹又
跆	足厶口
嗐	口宀丰口
黙	田土犬灬
嵯	山羊工
牝	牛匕
怹	亻也心
鏑	金亠丷冂十口
瘛	疒丰刀心
巻	半己
懌	忄四土半
瀞	氵丰月𠂊尹
漵	氵人禾攵
漈	氵夗示
滂	氵亠丷冖方
繻	糸雨而
糶	屮凵米习习隹
嫘	女田糸
橛	木厂䒑屮欠
骺	骨斤一口
笊	⺮爪
倀	亻長
倜	亻周土口
皈	白斤又
鈳	金丁口
鯛	魚周土口
怙	忄十口
滹	氵虎丿丷寸
蔠	艹糸夂冫
撃	車殳手
槁	木亠口冂口
酃	雨口口口阝
奩	大匚口口口
鴯	而鳥
郾	匚日女阝
畋	田攵
髀	骨鬼十
穰	禾衣口口甘
獗	犭厂䒑屮欠
謅	言勹屮勹屮
癭	疒貝貝女
羰	羊山大火
愴	忄人户口
窬	穴人一月刂
嬿	女廿口丬匕灬
砉	丰石
抉	扌㇕大
莩	艹爪子
迣	之廿乚
柩	木匚𠂊丶
